country_code,country_name,is_benchmark,year,mobile_sub,broadband,net_user,agr_emp,ind_emp,srv_emp,youth_unemp,unemp,ind_emp_n,agr_emp_n,srv_emp_n,unemp_n,youth_unemp_n,net_user_n,mobile_sub_n,broadband_n,evi_main,evi_robust_010,evi_robust_020,dri,risk_gap,risk_gap_robust_010,risk_gap_robust_020
LAO,Laos,False,2019,64.0668582946144,1.0539352904733,47.03229904,69.3587576077181,7.00855639208981,23.6326860001921,4.472,2.531,0.02612833755967242,0.9505223685847985,0.04399193203948605,0.4941610325752919,0.2430250504570818,0.443282606515741,0.09771528523449274,0.017880498392886354,0.3822394957429549,0.34841473937260803,0.31458998300226115,0.18629279671437335,0.19594669902858156,0.16212194265823468,0.1282971862878878
LAO,Laos,False,2020,63.1139885984314,1.67210846259045,54.0,69.9552282806947,6.9752200520285,23.0695516672768,4.237,2.349,0.024939609195530444,0.95870605000206,0.03537049172839084,0.4568735914771564,0.2290751513712454,0.5193596633138763,0.0903766343440908,0.031038864979529023,0.3707102784711716,0.33717629979689356,0.30364232112261547,0.21359172087916536,0.15711855759200624,0.1235845789177282,0.0900506002434501
LAO,Laos,False,2021,64.7101497693472,2.0226898696049,62.0,69.8577324066029,7.09983537042888,23.0424322229682,3.326,2.08,0.02938322128122064,0.9573683896455449,0.03495530008279132,0.4017619340299119,0.1749970319363647,0.606707908865603,0.10266967886538127,0.03850130249709066,0.34447838580504436,0.31352607723281906,0.28257376866059375,0.24929296340935828,0.09518542239568609,0.06423311382346078,0.033280805251235474
LAO,Laos,False,2022,63.3546046458219,2.38186047453058,64.54000092,69.5659733337719,7.17840668729181,23.2556199789363,2.184,1.209,0.032184967147478795,0.9533654044011417,0.038219149231572956,0.22331489448883426,0.10720645850647038,0.6344409868733244,0.09222977037885055,0.046146568742748216,0.2829589092732982,0.2584849332691257,0.23401095726495316,0.25760577533164103,0.02535313394165717,0.0008791579374846648,-0.023594818066687867
LAO,Laos,False,2023,64.7588066942788,2.72021122524182,64.39800262,69.3876980673051,7.24890970605785,23.3633634152757,2.176,1.186,0.03469900852126757,0.9509194367258811,0.039868673245680886,0.21860274533906984,0.10673156832482489,0.6328905740762835,0.10304441655187074,0.053348665846827195,0.2819271683175302,0.25772131881034527,0.23351546930316033,0.26309455215832717,0.01883261615920301,-0.005373233347981898,-0.029579082855166833
LAO,Laos,False,2024,64.7588066942788,2.72021122524182,65.59269714,68.9120737008234,7.39985422237704,23.6880438034049,2.178,1.174,0.040081483850902225,0.9443937876606071,0.044839445622402864,0.21614423273919275,0.10685029087023624,0.6459348828628162,0.10304441655187074,0.053348665846827195,0.2816518335897494,0.2579705947930147,0.2342893559962801,0.26744265508717135,0.014209178502578024,-0.009472060294156648,-0.033153299090891264
MYS,Malaysia,False,2015,141.210531313909,9.80955980953099,71.0640678111957,12.4690778902687,27.5188412788598,60.0120876639206,10.979,3.1,0.7574970887991834,0.16998606423590085,0.6009511186220049,0.6107355050194632,0.6292888519529858,0.705674211474331,0.691847396854497,0.20425176507562193,0.5712524287300474,0.5742222977192433,0.577192166708439,0.5339244578014833,0.0373279709285641,0.040297839917759926,0.04326770890695564
MYS,Malaysia,False,2016,136.725167298764,8.55245970508987,78.7883099275229,11.3671005610583,27.4867972058341,61.1460887965168,10.836,3.44,0.7563544409128758,0.1548667435385419,0.6183123813011586,0.6803933620159802,0.6208001899560727,0.7900115861090732,0.6573027778416591,0.17749326963058137,0.5831780689745844,0.5866915002072417,0.5902049314398993,0.5416025445271045,0.041575524447479806,0.045088955680137155,0.048602386912794726
MYS,Malaysia,False,2017,130.853522804244,8.30705146836206,80.1404790103961,11.2939340883286,27.7174531720201,60.9886193008338,11.277,3.41,0.7645793176947782,0.1538628868019541,0.6159015642394088,0.6742470805162877,0.6469785112192805,0.8047752857438558,0.6120815379696787,0.17226953672223355,0.5904527706027163,0.5929976499663855,0.5955425293300548,0.5297087868119227,0.0607439837907936,0.0632888631544628,0.06583374251813212
MYS,Malaysia,False,2018,128.873150399987,8.19179819298533,81.2010486181174,10.6274389987205,27.1110391043493,62.2615155183785,11.395,3.3,0.7429554201304616,0.14471845820447987,0.6353892745783756,0.6517107150174144,0.6539831413985515,0.8163551475588481,0.5968294402630928,0.16981626809764355,0.5782537817840259,0.5839673310634608,0.5896808803428958,0.5276669519731948,0.05058682981083107,0.05630037909026597,0.06201392836970099
MYS,Malaysia,False,2019,133.372921941941,8.86497357882019,84.1871450078281,10.2240384296119,27.9242134883929,61.8517542998961,11.211,3.33,0.7719521082350502,0.13918373220587857,0.6291159367965021,0.6578569965171072,0.6430606672207052,0.8489589326450449,0.631485020732538,0.1841454057947435,0.5846517948461438,0.5890982090411796,0.5935446232362155,0.5548631197241088,0.02978867512203498,0.034235089317070755,0.03868150351210664
MYS,Malaysia,False,2020,129.017911652905,9.91101742902637,89.55501192,10.470225235867,26.1668675751684,63.3629009801003,12.365,4.54,0.7092875527134488,0.14256145802342918,0.6522511998113567,0.9057570170047121,0.7115635759230678,0.9075681522867175,0.5979443380312536,0.20641138087673488,0.6456287056506654,0.6462909550667346,0.6469532044828037,0.5706412903982353,0.07498741525243013,0.07564966466849932,0.07631191408456839
MYS,Malaysia,False,2021,137.684938559871,10.8921782282506,96.7514278,10.2892948363062,25.9296867517211,63.7810123268587,11.579,4.64,0.7008300084316282,0.14007906146013405,0.6586523758874235,0.9262446220036877,0.6649056155763979,0.9861424399590407,0.6646945820391476,0.22729626242605755,0.6360523742165367,0.6383123743836254,0.6405723745507141,0.6260444281414153,0.010007946075121454,0.01226794624221017,0.014527946409298886
MYS,Malaysia,False,2022,138.208441079076,12.1753566089982,97.3986404,10.0105928565176,26.0718420292351,63.9175651142473,12.159,3.93,0.7058990715076162,0.13625522180416583,0.6607429635802211,0.7807826265109609,0.6993351537456963,0.9932090505976622,0.6687264053241999,0.2546098572106783,0.6090502108772823,0.6142194861475762,0.6193887614178701,0.6388484377108469,-0.02979822683356459,-0.024628951563270718,-0.019459676292976735
MYS,Malaysia,False,2023,142.7320920639,13.0287000355119,97.69272633,9.74966658350567,25.9966868796068,64.2536465368875,12.146,3.858,0.7032191414999972,0.13267526793809062,0.6658882828328413,0.7660315509116984,0.6985634572005224,0.9964200368510306,0.7035658964536045,0.27277403213259016,0.6036495480656725,0.6098734215423894,0.6160972950191064,0.6575866551457418,-0.05393710708006927,-0.047713233603352334,-0.0414893601266354
MYS,Malaysia,False,2024,139.664651283564,13.5464432669708,98.0206059,9.43694338106628,26.0022237887699,64.5608215166271,12.25,3.846,0.7034165801198263,0.1283846511877677,0.6705910519557553,0.7635730383118213,0.7047370295619138,1.0,0.6799415991293829,0.28379465797754044,0.6037794212419352,0.6104605843133173,0.6171417473846992,0.6545787523689744,-0.05079933112703927,-0.04411816805565716,-0.03743700498427527
PHL,Philippines,False,2015,111.893197374926,2.75369633406674,36.90000153,27.851386470164,17.0786139842483,55.0699923441241,8.509,3.068,0.385212840127338,0.3810340144254175,0.5252889234388579,0.604179471419791,0.48266650836993946,0.3326528051524123,0.4660561058969063,0.05406142621396332,0.4634821498707175,0.46966282722753155,0.47584350458434566,0.28425677908776065,0.17922537078295686,0.1854060481397709,0.191586725496585
PHL,Philippines,False,2016,112.517998777897,2.79705053563184,39.20000076,26.7234128847963,17.8383742084965,55.4382082448058,7.634,2.695,0.4123048522333368,0.36555802057031356,0.5309262132004126,0.5277607047736118,0.4307253947524635,0.35776541734126516,0.4708680958159948,0.054984259010655234,0.43642458466558254,0.4458747475190656,0.4553249103725486,0.2945392573893051,0.14188532727627745,0.1513354901297605,0.1607856529832435
PHL,Philippines,False,2017,110.962137119646,3.14400726239576,41.59999847,25.1806891263771,18.6636563552646,56.1556474029791,7.379,2.552,0.44173328662292377,0.34439158217571625,0.5419100202913646,0.4984634296250768,0.4155882702125133,0.3839698660033479,0.45888542327492887,0.06236954198051548,0.4299112273814179,0.4411111066724126,0.45231098596340724,0.3017416104195974,0.1281696169618205,0.1393694962528152,0.15056937554380984
PHL,Philippines,False,2018,122.960456861544,3.46090446005956,44.09999847,24.0341655328165,19.4736780800466,56.4921563871369,6.605,2.338,0.4706175552033581,0.3286610789805625,0.5470618853997208,0.45461995492726903,0.3696426451383118,0.4112661927382625,0.5512920557976362,0.06911498109890837,0.41298313237351514,0.4263910076761357,0.4397988829787563,0.34389107654493567,0.06909205582857947,0.08249993113120002,0.09590780643382063
PHL,Philippines,False,2019,151.006642923206,5.69730703529922,43.0266118680279,22.6054798824319,19.5373267098625,57.8572001865167,6.696,2.237,0.4728871784271968,0.3090592632704724,0.5679603512727892,0.43392747387830366,0.3750445209545292,0.3995463881781384,0.7672934347251745,0.11671880191748372,0.40592100489046173,0.4221249395286945,0.4383288741669273,0.4278528749402655,-0.021931870049803792,-0.005727935411571017,0.010475999226661759
PHL,Philippines,False,2020,133.45620905917,7.08108894988907,53.76490021,24.5081370532987,18.7126188899983,56.779244056703,6.987,2.522,0.4434792237507306,0.3351640507111334,0.5514571230234012,0.492317148125384,0.39231865131188415,0.5167927190406163,0.6321264673851705,0.14617383252934088,0.42123552712676293,0.4342576867164268,0.44727984630609063,0.4316976729850426,-0.010462145858279648,0.002560013731384203,0.015582173321048054
PHL,Philippines,False,2021,144.424289981649,8.50897715713263,66.90779877,24.325505789458,18.8641776384679,56.8103235196599,8.434,3.398,0.4488836017600841,0.332658317993973,0.551932941525528,0.6717885679164105,0.4782144129170129,0.6602938603756557,0.7165985805714545,0.17656770486661227,0.48869748933517565,0.4950210345542109,0.5013445797732461,0.5178200486045742,-0.02912255926939855,-0.022799014050363275,-0.01647546883132811
PHL,Philippines,False,2022,147.428926406785,7.63946525096298,75.21114422,22.8363518329959,18.4442054471222,58.7194427198819,6.813,2.598,0.4339079669097875,0.3122268666032043,0.5811610604119597,0.5078877279246056,0.3819897898610946,0.7509541925340822,0.7397391819201866,0.15805936945366356,0.41508714284000214,0.4316945345971979,0.44830192635439364,0.5495842479693108,-0.13449710512930868,-0.1178897133721129,-0.10128232161491718
PHL,Philippines,False,2023,117.275521687262,6.5393085505183,77.86699677,22.0370920130941,18.9439273601805,59.0189887451559,6.912,2.2,0.45172736793411056,0.3012608828054547,0.5857470322243267,0.4263470600286827,0.38786655585895763,0.7799522001199047,0.5075087822338505,0.13464155415504217,0.39932379091323417,0.41796611504434344,0.43660843917545267,0.4740341788362658,-0.07471038792303164,-0.05606806379192236,-0.03742573966081314
PHL,Philippines,False,2024,115.298749599352,7.13893301204977,67.26300914,21.1858721910537,19.4979246002047,59.3162032087416,6.964,2.202,0.4714821530023566,0.2895819987374864,0.5902973084330829,0.4267568121286622,0.3909533420396534,0.6641722357033156,0.4922844128356278,0.1474050949151935,0.40378858419028313,0.4224394566145631,0.4410903290388431,0.43462058115137897,-0.030831996961095842,-0.012181124536815857,0.006469747887464128
SGP,Singapore,False,2015,149.006215002154,26.8978922564041,79.0129570025584,0.121459660055481,17.2904642702552,82.5880760696893,8.894,3.79,0.39276713203415314,0.0005745936706065352,0.9465836349288884,0.752099979512395,0.5055205983616289,0.7924644020931578,0.7518868768266288,0.5679921420969732,0.43235020281287323,0.48377354602447475,0.5351968892360763,0.7041144736722532,-0.27176427085938,-0.22034092764777846,-0.16891758443617688
SGP,Singapore,False,2016,151.681717052742,28.5392609803278,84.4522678893074,0.118979259162807,16.1568033087095,83.7242174321277,8.723,4.08,0.35234233021633526,0.0005405621387770873,0.9639776639708052,0.8115140340094243,0.49536982072895647,0.8518536849641493,0.7724926066388704,0.6029301373827748,0.4325317751772512,0.48567636405660664,0.538820952935962,0.7424254763285981,-0.3098937011513469,-0.2567491122719915,-0.20360452339263613
SGP,Singapore,False,2017,149.567868255938,26.3326099315534,84.4522678893074,0.117077595142899,15.8830026161212,83.9999197887359,9.338,4.2,0.3425789714072147,0.0005144709775403863,0.9681985954114805,0.8360991600081951,0.5318770034429537,0.8518536849641493,0.7562125229957642,0.5559596043052402,0.4448706264804597,0.4972034233735618,0.5495362202666638,0.7213419374217178,-0.2764713109412581,-0.224138514048156,-0.171805717155054
SGP,Singapore,False,2018,152.07381696158,26.50873593831,88.1656360313447,0.115089283007242,16.0388461549063,83.8460645620865,8.437,3.613,0.3481361391881228,0.00048719098907910896,0.965843111869497,0.7158369186642081,0.47839249673512996,0.8923982090009785,0.7755124154927434,0.5597086032377039,0.4030956338040872,0.4593703816106282,0.5156451294171692,0.742539742577142,-0.33944410877305475,-0.28316936096651374,-0.22689461315997272
SGP,Singapore,False,2019,159.347378272364,26.5276177370284,88.9492526850762,0.113041897035994,14.9655328914049,84.9214552678997,7.629,3.1,0.30986325387475633,0.0004591004973148615,0.9823070641440418,0.6107355050194632,0.430428588388935,0.9009541514870487,0.8315307015224067,0.5601105191417878,0.3533418196139894,0.41623834406699467,0.4791348685199999,0.7641984573837477,-0.4108566377697583,-0.34796011331675303,-0.2850635888637478
SGP,Singapore,False,2020,150.259334715266,26.8622723592787,92.00434653,0.108162685533748,14.8295407728436,85.0622965416227,10.558,4.1,0.30501396063091896,0.0003921568665365781,0.984463307448291,0.8156115550092193,0.6042977561438917,0.9343112874057954,0.7615379425864569,0.5672339408593665,0.4465599473508608,0.5003502833606038,0.5541406193703469,0.7543610569505397,-0.3078011095996789,-0.25401077358993585,-0.2002204375801928
