CHN,China,True,2015,0.7086986929354675,0.6709598440775243,0.6332209952195811,0.4046021020645666,0.3040965908709008,0.2663577420129576,0.2286188931550144
CHN,China,True,2016,0.7037924231085712,0.6673613053427015,0.6309301875768321,0.449380079316465,0.2544123437921061,0.2179812260262365,0.181550108260367
CHN,China,True,2017,0.6985230521882729,0.6632502110425497,0.6279773698968263,0.5060009716713824,0.1925220805168905,0.1572492393711673,0.1219763982254439
CHN,China,True,2018,0.6807422745436634,0.6480725779294418,0.6154028813152201,0.5831225905733772,0.0976196839702862,0.0649499873560646,0.0322802907418429
CHN,China,True,2019,0.7098912836901181,0.6752781712900829,0.640665058890048,0.6152464344043902,0.0946448492857279,0.0600317368856927,0.0254186244856577
CHN,China,True,2020,0.762565134650576,0.7238306939717416,0.6850962532929072,0.6480454166680584,0.1145197179825175,0.0757852773036832,0.0370508366248488
CHN,China,True,2021,0.7381597330418439,0.7023697233162591,0.6665797135906741,0.6874481754912426,0.0507115575506013,0.0149215478250165,-0.0208684619005684
CHN,China,True,2022,0.7907303998410642,0.7487519103368363,0.7067734208326084,0.7307487814951769,0.0599816183458873,0.0180031288416594,-0.0239753606625684
CHN,China,True,2023,0.7898351779210828,0.7491461702502114,0.7084571625793398,0.8195085977589992,-0.0296734198379163,-0.0703624275087878,-0.1110514351796594
CHN,China,True,2024,0.778647545600244,0.7396570296920443,0.7006665137838446,0.8510933291354233,-0.0724457835351793,-0.111436299443379,-0.1504268153515787
IDN,Indonesia,False,2015,0.73434517759179,0.6981774315299927,0.6620096854681953,0.2666331410350198,0.4677120365567702,0.4315442904949729,0.3953765444331755
IDN,Indonesia,False,2016,0.698545434170662,0.6683044098645627,0.6380633855584635,0.3238524417634636,0.3746929924071983,0.344451968101099,0.3142109437949998
IDN,Indonesia,False,2017,0.6510798504837797,0.6266904757554775,0.6023011010271755,0.395247491846274,0.2558323586375057,0.2314429839092035,0.2070536091809015
IDN,Indonesia,False,2018,0.7088248837115477,0.6799056837704156,0.6509864838292836,0.3155034173875803,0.3933214663239673,0.3644022663828352,0.3354830664417032
IDN,Indonesia,False,2019,0.624047073376497,0.6050859082734681,0.5861247431704393,0.365045621773447,0.25900145160305,0.240040286500021,0.2210791213969922
